global_step=248, episodic_return=[0.442]
global_step=7892, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-160.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-160.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-160.mp4
global_step=7904, episodic_return=[0.955]
global_step=7908, episodic_return=[0.955]
global_step=7912, episodic_return=[0.955]
global_step=7924, episodic_return=[0.955]
global_step=7928, episodic_return=[0.955]
global_step=7932, episodic_return=[0.955]
global_step=7944, episodic_return=[0.955]
global_step=7948, episodic_return=[0.955]
global_step=7952, episodic_return=[0.955]
global_step=7964, episodic_return=[0.955]
global_step=7968, episodic_return=[0.946]
global_step=7972, episodic_return=[0.955]
global_step=7984, episodic_return=[0.955]
global_step=7988, episodic_return=[0.955]
global_step=7996, episodic_return=[0.946]
global_step=8004, episodic_return=[0.955]
global_step=8008, episodic_return=[0.955]
global_step=8016, episodic_return=[0.955]
global_step=8024, episodic_return=[0.955]
global_step=8028, episodic_return=[0.955]
global_step=8032, episodic_return=[0.946]
global_step=8036, episodic_return=[0.955]
global_step=8044, episodic_return=[0.955]
global_step=8048, episodic_return=[0.955]
global_step=8052, episodic_return=[0.955]
global_step=8056, episodic_return=[0.955]
global_step=8064, episodic_return=[0.955]
global_step=8068, episodic_return=[0.955]
global_step=8072, episodic_return=[0.955]
global_step=8076, episodic_return=[0.955]
global_step=8084, episodic_return=[0.955]
global_step=8088, episodic_return=[0.955]
global_step=8092, episodic_return=[0.955]
global_step=8096, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-170.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-170.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-170.mp4
global_step=8104, episodic_return=[0.955]
global_step=8108, episodic_return=[0.955]
global_step=8112, episodic_return=[0.955]
global_step=8116, episodic_return=[0.955]
global_step=8124, episodic_return=[0.955]
global_step=8128, episodic_return=[0.955]
global_step=8132, episodic_return=[0.955]
global_step=8136, episodic_return=[0.955]
global_step=8144, episodic_return=[0.955]
global_step=8148, episodic_return=[0.955]
global_step=8152, episodic_return=[0.955]
global_step=8156, episodic_return=[0.955]
global_step=8172, episodic_return=[0.955]
global_step=8176, episodic_return=[0.955]
global_step=8192, episodic_return=[0.955]
SPS:  305
global_step=8196, episodic_return=[0.955]
global_step=8200, episodic_return=[0.874]
global_step=8212, episodic_return=[0.955]
global_step=8216, episodic_return=[0.955]
global_step=8220, episodic_return=[0.955]
global_step=8232, episodic_return=[0.955]
global_step=8236, episodic_return=[0.955]
global_step=8240, episodic_return=[0.955]
global_step=8252, episodic_return=[0.955]
global_step=8256, episodic_return=[0.955]
global_step=8264, episodic_return=[0.946]
global_step=8272, episodic_return=[0.955]
global_step=8276, episodic_return=[0.955]
global_step=8284, episodic_return=[0.955]
global_step=8296, episodic_return=[0.946]
global_step=8304, episodic_return=[0.955]
global_step=8316, episodic_return=[0.955]
global_step=8324, episodic_return=[0.955]
global_step=8336, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-180.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-180.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-180.mp4
global_step=8348, episodic_return=[0.946]
global_step=8356, episodic_return=[0.955]
global_step=8372, episodic_return=[0.946]
global_step=8376, episodic_return=[0.955]
global_step=8392, episodic_return=[0.955]
global_step=8396, episodic_return=[0.955]
global_step=8412, episodic_return=[0.955]
global_step=8416, episodic_return=[0.955]
global_step=8436, episodic_return=[0.946]
global_step=8456, episodic_return=[0.955]
global_step=8476, episodic_return=[0.955]
global_step=8496, episodic_return=[0.955]
global_step=8508, episodic_return=[0.928]
global_step=8516, episodic_return=[0.955]
global_step=8528, episodic_return=[0.955]
global_step=8536, episodic_return=[0.955]
global_step=8544, episodic_return=[0.937]
global_step=8548, episodic_return=[0.955]
global_step=8556, episodic_return=[0.955]
global_step=8564, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-190.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-190.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-190.mp4
global_step=8568, episodic_return=[0.955]
global_step=8576, episodic_return=[0.955]
global_step=8584, episodic_return=[0.955]
global_step=8588, episodic_return=[0.955]
global_step=8596, episodic_return=[0.955]
global_step=8604, episodic_return=[0.955]
global_step=8612, episodic_return=[0.946]
global_step=8616, episodic_return=[0.955]
global_step=8624, episodic_return=[0.955]
global_step=8632, episodic_return=[0.955]
global_step=8636, episodic_return=[0.955]
global_step=8644, episodic_return=[0.955]
global_step=8656, episodic_return=[0.946]
global_step=8664, episodic_return=[0.955]
global_step=8676, episodic_return=[0.955]
global_step=8684, episodic_return=[0.955]
global_step=8688, episodic_return=[0.946]
global_step=8696, episodic_return=[0.955]
global_step=8700, episodic_return=[0.946]
global_step=8704, episodic_return=[0.955]
SPS:  305
global_step=8712, episodic_return=[0.946]
global_step=8716, episodic_return=[0.955]
global_step=8720, episodic_return=[0.955]
global_step=8724, episodic_return=[0.955]
global_step=8732, episodic_return=[0.955]
global_step=8736, episodic_return=[0.955]
global_step=8740, episodic_return=[0.955]
global_step=8744, episodic_return=[0.955]
global_step=8752, episodic_return=[0.955]
global_step=8756, episodic_return=[0.955]
global_step=8760, episodic_return=[0.955]
global_step=8764, episodic_return=[0.955]
global_step=8772, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-200.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-200.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-200.mp4
global_step=8780, episodic_return=[0.946]
global_step=8784, episodic_return=[0.955]
global_step=8792, episodic_return=[0.955]
global_step=8800, episodic_return=[0.955]
global_step=8804, episodic_return=[0.955]
global_step=8808, episodic_return=[0.937]
global_step=8812, episodic_return=[0.955]
global_step=8820, episodic_return=[0.955]
global_step=8824, episodic_return=[0.955]
global_step=8828, episodic_return=[0.955]
global_step=8832, episodic_return=[0.955]
global_step=8840, episodic_return=[0.955]
global_step=8848, episodic_return=[0.955]
global_step=8852, episodic_return=[0.955]
global_step=8860, episodic_return=[0.955]
global_step=8868, episodic_return=[0.955]
global_step=8876, episodic_return=[0.946]
global_step=8880, episodic_return=[0.955]
global_step=8888, episodic_return=[0.955]
global_step=8896, episodic_return=[0.955]
global_step=8900, episodic_return=[0.955]
global_step=8908, episodic_return=[0.955]
global_step=8916, episodic_return=[0.955]
global_step=8920, episodic_return=[0.955]
global_step=8928, episodic_return=[0.955]
global_step=8932, episodic_return=[0.946]
global_step=8936, episodic_return=[0.955]
global_step=8940, episodic_return=[0.955]
global_step=8952, episodic_return=[0.955]
global_step=8956, episodic_return=[0.937]
global_step=8960, episodic_return=[0.955]
global_step=8972, episodic_return=[0.955]
global_step=8976, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-210.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-210.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-210.mp4
global_step=8980, episodic_return=[0.955]
global_step=8992, episodic_return=[0.955]
global_step=8996, episodic_return=[0.955]
global_step=9000, episodic_return=[0.955]
global_step=9012, episodic_return=[0.955]
global_step=9016, episodic_return=[0.955]
global_step=9020, episodic_return=[0.955]
global_step=9032, episodic_return=[0.955]
global_step=9036, episodic_return=[0.955]
global_step=9040, episodic_return=[0.955]
global_step=9044, episodic_return=[0.946]
global_step=9052, episodic_return=[0.955]
global_step=9056, episodic_return=[0.955]
global_step=9060, episodic_return=[0.955]
global_step=9064, episodic_return=[0.955]
global_step=9072, episodic_return=[0.955]
global_step=9076, episodic_return=[0.955]
global_step=9080, episodic_return=[0.955]
global_step=9084, episodic_return=[0.955]
global_step=9092, episodic_return=[0.955]
global_step=9096, episodic_return=[0.955]
global_step=9100, episodic_return=[0.955]
global_step=9104, episodic_return=[0.955]
global_step=9112, episodic_return=[0.955]
global_step=9116, episodic_return=[0.955]
global_step=9120, episodic_return=[0.955]
global_step=9124, episodic_return=[0.955]
global_step=9136, episodic_return=[0.955]
global_step=9140, episodic_return=[0.955]
global_step=9144, episodic_return=[0.955]
global_step=9156, episodic_return=[0.955]
global_step=9160, episodic_return=[0.955]
global_step=9164, episodic_return=[0.955]
global_step=9176, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-220.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-220.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-220.mp4
global_step=9180, episodic_return=[0.955]
global_step=9184, episodic_return=[0.955]
global_step=9196, episodic_return=[0.955]
global_step=9200, episodic_return=[0.955]
global_step=9204, episodic_return=[0.955]
global_step=9216, episodic_return=[0.955]
SPS:  301
global_step=9220, episodic_return=[0.955]
global_step=9232, episodic_return=[0.937]
global_step=9236, episodic_return=[0.955]
global_step=9240, episodic_return=[0.955]
global_step=9252, episodic_return=[0.955]
global_step=9256, episodic_return=[0.955]
global_step=9260, episodic_return=[0.955]
global_step=9272, episodic_return=[0.955]
global_step=9276, episodic_return=[0.955]
global_step=9280, episodic_return=[0.955]
global_step=9296, episodic_return=[0.946]
global_step=9300, episodic_return=[0.955]
global_step=9316, episodic_return=[0.955]
global_step=9320, episodic_return=[0.955]
global_step=9324, episodic_return=[0.946]
global_step=9336, episodic_return=[0.955]
global_step=9340, episodic_return=[0.955]
global_step=9344, episodic_return=[0.955]
global_step=9356, episodic_return=[0.955]
global_step=9360, episodic_return=[0.955]
global_step=9364, episodic_return=[0.955]
global_step=9376, episodic_return=[0.955]
global_step=9380, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-230.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-230.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-230.mp4
global_step=9384, episodic_return=[0.955]
global_step=9396, episodic_return=[0.955]
global_step=9400, episodic_return=[0.955]
global_step=9404, episodic_return=[0.955]
global_step=9416, episodic_return=[0.955]
global_step=9420, episodic_return=[0.955]
global_step=9424, episodic_return=[0.955]
global_step=9436, episodic_return=[0.955]
global_step=9440, episodic_return=[0.955]
global_step=9444, episodic_return=[0.955]
global_step=9456, episodic_return=[0.955]
global_step=9460, episodic_return=[0.955]
global_step=9464, episodic_return=[0.955]
global_step=9476, episodic_return=[0.955]
global_step=9480, episodic_return=[0.955]
global_step=9488, episodic_return=[0.946]
global_step=9500, episodic_return=[0.955]
global_step=9508, episodic_return=[0.955]
global_step=9520, episodic_return=[0.955]
global_step=9536, episodic_return=[0.937]
global_step=9540, episodic_return=[0.955]
global_step=9548, episodic_return=[0.937]
global_step=9556, episodic_return=[0.955]
global_step=9560, episodic_return=[0.955]
global_step=9568, episodic_return=[0.955]
global_step=9580, episodic_return=[0.946]
global_step=9588, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-240.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-240.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-240.mp4
global_step=9600, episodic_return=[0.955]
global_step=9608, episodic_return=[0.955]
global_step=9620, episodic_return=[0.955]
global_step=9628, episodic_return=[0.955]
global_step=9640, episodic_return=[0.955]
global_step=9648, episodic_return=[0.955]
global_step=9660, episodic_return=[0.955]
global_step=9668, episodic_return=[0.955]
global_step=9680, episodic_return=[0.955]
global_step=9688, episodic_return=[0.955]
global_step=9700, episodic_return=[0.955]
global_step=9708, episodic_return=[0.937]
global_step=9720, episodic_return=[0.955]
global_step=9728, episodic_return=[0.955]
SPS:  300
global_step=9740, episodic_return=[0.955]
global_step=9748, episodic_return=[0.955]
global_step=9760, episodic_return=[0.955]
global_step=9768, episodic_return=[0.955]
global_step=9780, episodic_return=[0.955]
global_step=9788, episodic_return=[0.955]
global_step=9800, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-250.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-250.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-250.mp4
global_step=9808, episodic_return=[0.955]
global_step=9820, episodic_return=[0.955]
global_step=9828, episodic_return=[0.955]
global_step=9832, episodic_return=[0.946]
global_step=9840, episodic_return=[0.955]
global_step=9848, episodic_return=[0.955]
global_step=9852, episodic_return=[0.946]
global_step=9860, episodic_return=[0.955]
global_step=9868, episodic_return=[0.955]
global_step=9872, episodic_return=[0.955]
global_step=9884, episodic_return=[0.946]
global_step=9888, episodic_return=[0.955]
global_step=9892, episodic_return=[0.955]
global_step=9904, episodic_return=[0.955]
global_step=9908, episodic_return=[0.955]
global_step=9912, episodic_return=[0.955]
global_step=9924, episodic_return=[0.955]
global_step=9928, episodic_return=[0.955]
global_step=9932, episodic_return=[0.955]
global_step=9944, episodic_return=[0.955]
global_step=9948, episodic_return=[0.955]
global_step=9952, episodic_return=[0.955]
global_step=9964, episodic_return=[0.955]
global_step=9968, episodic_return=[0.955]
global_step=9972, episodic_return=[0.955]
global_step=9984, episodic_return=[0.955]
global_step=9988, episodic_return=[0.955]
global_step=9992, episodic_return=[0.955]
global_step=10004, episodic_return=[0.955]
global_step=10008, episodic_return=[0.955]
global_step=10012, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-260.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-260.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-260.mp4
global_step=10016, episodic_return=[0.946]
global_step=10024, episodic_return=[0.955]
global_step=10028, episodic_return=[0.955]
global_step=10032, episodic_return=[0.955]
global_step=10036, episodic_return=[0.955]
global_step=10044, episodic_return=[0.955]
global_step=10048, episodic_return=[0.955]
global_step=10052, episodic_return=[0.955]
global_step=10056, episodic_return=[0.955]
global_step=10064, episodic_return=[0.955]
global_step=10068, episodic_return=[0.955]
global_step=10072, episodic_return=[0.955]
global_step=10076, episodic_return=[0.955]
global_step=10084, episodic_return=[0.955]
global_step=10088, episodic_return=[0.955]
global_step=10092, episodic_return=[0.955]
global_step=10096, episodic_return=[0.955]
global_step=10104, episodic_return=[0.955]
global_step=10112, episodic_return=[0.946]
global_step=10116, episodic_return=[0.955]
global_step=10124, episodic_return=[0.955]
global_step=10132, episodic_return=[0.955]
global_step=10136, episodic_return=[0.955]
global_step=10144, episodic_return=[0.955]
global_step=10152, episodic_return=[0.955]
global_step=10156, episodic_return=[0.955]
global_step=10168, episodic_return=[0.946]
global_step=10172, episodic_return=[0.955]
global_step=10176, episodic_return=[0.955]
global_step=10180, episodic_return=[0.946]
global_step=10188, episodic_return=[0.955]
global_step=10192, episodic_return=[0.955]
global_step=10196, episodic_return=[0.955]
global_step=10200, episodic_return=[0.955]
global_step=10208, episodic_return=[0.955]
global_step=10212, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-270.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-270.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-270.mp4
global_step=10216, episodic_return=[0.955]
global_step=10220, episodic_return=[0.955]
global_step=10228, episodic_return=[0.955]
global_step=10232, episodic_return=[0.955]
global_step=10240, episodic_return=[0.955]
SPS:  298
global_step=10248, episodic_return=[0.928]
global_step=10252, episodic_return=[0.955]
global_step=10260, episodic_return=[0.955]
global_step=10268, episodic_return=[0.955]
global_step=10272, episodic_return=[0.955]
global_step=10280, episodic_return=[0.955]
global_step=10288, episodic_return=[0.955]
global_step=10292, episodic_return=[0.946]
global_step=10300, episodic_return=[0.955]
global_step=10308, episodic_return=[0.955]
global_step=10312, episodic_return=[0.955]
global_step=10320, episodic_return=[0.955]
global_step=10328, episodic_return=[0.955]
global_step=10332, episodic_return=[0.955]
global_step=10340, episodic_return=[0.955]
global_step=10352, episodic_return=[0.946]
global_step=10356, episodic_return=[0.946]
global_step=10360, episodic_return=[0.955]
global_step=10372, episodic_return=[0.955]
global_step=10376, episodic_return=[0.955]
global_step=10380, episodic_return=[0.955]
global_step=10392, episodic_return=[0.955]
global_step=10396, episodic_return=[0.955]
global_step=10400, episodic_return=[0.955]
global_step=10412, episodic_return=[0.955]
global_step=10416, episodic_return=[0.946]
global_step=10420, episodic_return=[0.955]
global_step=10432, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-280.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-280.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-280.mp4
global_step=10436, episodic_return=[0.955]
global_step=10440, episodic_return=[0.946]
global_step=10452, episodic_return=[0.955]
global_step=10456, episodic_return=[0.955]
global_step=10460, episodic_return=[0.955]
global_step=10472, episodic_return=[0.955]
global_step=10476, episodic_return=[0.955]
global_step=10480, episodic_return=[0.955]
global_step=10488, episodic_return=[0.937]
global_step=10492, episodic_return=[0.955]
global_step=10496, episodic_return=[0.955]
global_step=10504, episodic_return=[0.946]
global_step=10512, episodic_return=[0.946]
global_step=10516, episodic_return=[0.955]
global_step=10524, episodic_return=[0.955]
global_step=10532, episodic_return=[0.955]
global_step=10536, episodic_return=[0.955]
global_step=10544, episodic_return=[0.955]
global_step=10552, episodic_return=[0.955]
global_step=10556, episodic_return=[0.955]
global_step=10564, episodic_return=[0.955]
global_step=10572, episodic_return=[0.955]
global_step=10576, episodic_return=[0.955]
global_step=10584, episodic_return=[0.955]
global_step=10592, episodic_return=[0.955]
global_step=10596, episodic_return=[0.955]
global_step=10604, episodic_return=[0.955]
global_step=10612, episodic_return=[0.955]
global_step=10616, episodic_return=[0.955]
global_step=10624, episodic_return=[0.955]
global_step=10632, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-290.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-290.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-290.mp4
global_step=10636, episodic_return=[0.955]
global_step=10644, episodic_return=[0.955]
global_step=10652, episodic_return=[0.955]
global_step=10656, episodic_return=[0.955]
global_step=10664, episodic_return=[0.955]
global_step=10676, episodic_return=[0.955]
global_step=10684, episodic_return=[0.955]
global_step=10696, episodic_return=[0.955]
global_step=10704, episodic_return=[0.955]
global_step=10716, episodic_return=[0.955]
global_step=10724, episodic_return=[0.955]
global_step=10736, episodic_return=[0.955]
global_step=10744, episodic_return=[0.955]
SPS:  296
global_step=10756, episodic_return=[0.955]
global_step=10764, episodic_return=[0.955]
global_step=10776, episodic_return=[0.955]
global_step=10784, episodic_return=[0.955]
global_step=10788, episodic_return=[0.946]
global_step=10796, episodic_return=[0.955]
global_step=10804, episodic_return=[0.955]
global_step=10808, episodic_return=[0.955]
global_step=10816, episodic_return=[0.955]
global_step=10824, episodic_return=[0.937]
global_step=10828, episodic_return=[0.955]
global_step=10836, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-300.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-300.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-300.mp4
global_step=10844, episodic_return=[0.955]
global_step=10848, episodic_return=[0.955]
global_step=10856, episodic_return=[0.955]
global_step=10864, episodic_return=[0.955]
global_step=10868, episodic_return=[0.955]
global_step=10880, episodic_return=[0.946]
global_step=10884, episodic_return=[0.955]
global_step=10888, episodic_return=[0.955]
global_step=10900, episodic_return=[0.955]
global_step=10904, episodic_return=[0.955]
global_step=10908, episodic_return=[0.946]
global_step=10924, episodic_return=[0.946]
global_step=10928, episodic_return=[0.955]
global_step=10944, episodic_return=[0.955]
global_step=10948, episodic_return=[0.955]
global_step=10964, episodic_return=[0.955]
global_step=10968, episodic_return=[0.955]
global_step=10988, episodic_return=[0.955]
global_step=10996, episodic_return=[0.928]
global_step=11008, episodic_return=[0.955]
global_step=11016, episodic_return=[0.955]
global_step=11028, episodic_return=[0.955]
global_step=11036, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-310.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-310.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-310.mp4
global_step=11048, episodic_return=[0.955]
global_step=11056, episodic_return=[0.955]
global_step=11068, episodic_return=[0.955]
global_step=11076, episodic_return=[0.955]
global_step=11088, episodic_return=[0.955]
global_step=11096, episodic_return=[0.955]
global_step=11108, episodic_return=[0.955]
global_step=11116, episodic_return=[0.955]
global_step=11128, episodic_return=[0.955]
global_step=11136, episodic_return=[0.955]
global_step=11148, episodic_return=[0.955]
global_step=11156, episodic_return=[0.955]
global_step=11168, episodic_return=[0.955]
global_step=11176, episodic_return=[0.955]
global_step=11188, episodic_return=[0.955]
global_step=11196, episodic_return=[0.955]
global_step=11208, episodic_return=[0.955]
global_step=11216, episodic_return=[0.955]
global_step=11228, episodic_return=[0.955]
global_step=11236, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-320.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-320.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-320.mp4
global_step=11248, episodic_return=[0.955]
global_step=11256, episodic_return=[0.955]
SPS:  294
global_step=11268, episodic_return=[0.955]
global_step=11276, episodic_return=[0.955]
global_step=11288, episodic_return=[0.955]
global_step=11296, episodic_return=[0.955]
global_step=11308, episodic_return=[0.955]
global_step=11312, episodic_return=[0.946]
global_step=11316, episodic_return=[0.955]
global_step=11328, episodic_return=[0.955]
global_step=11332, episodic_return=[0.955]
global_step=11336, episodic_return=[0.955]
global_step=11348, episodic_return=[0.955]
global_step=11352, episodic_return=[0.955]
global_step=11356, episodic_return=[0.955]
global_step=11368, episodic_return=[0.955]
global_step=11372, episodic_return=[0.955]
global_step=11376, episodic_return=[0.955]
global_step=11388, episodic_return=[0.955]
global_step=11396, episodic_return=[0.937]
global_step=11408, episodic_return=[0.955]
global_step=11416, episodic_return=[0.955]
global_step=11428, episodic_return=[0.955]
global_step=11436, episodic_return=[0.955]
global_step=11440, episodic_return=[0.946]
global_step=11448, episodic_return=[0.955]
global_step=11456, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-330.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-330.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-330.mp4
global_step=11460, episodic_return=[0.955]
global_step=11468, episodic_return=[0.955]
global_step=11476, episodic_return=[0.955]
global_step=11480, episodic_return=[0.955]
global_step=11488, episodic_return=[0.955]
global_step=11496, episodic_return=[0.955]
global_step=11500, episodic_return=[0.955]
global_step=11508, episodic_return=[0.955]
